recall@3,recall@5,precision@3,precision@5,mrr,ndcg@3,ndcg@5,model
0.6333333333333333,0.8,0.5333333333333333,0.4,0.75,0.6325410259280054,0.7021065169334367,openai
0.7,0.8,0.5999999999999999,0.4,0.8666666666666666,0.7370162852273618,0.7640942700907221,cohere
0.45,0.7,0.39999999999999997,0.36000000000000004,0.75,0.49385574520455133,0.6173287662816802,open_source
