recall@3,recall@5,precision@3,precision@5,mrr,ndcg@3,ndcg@5,model
0.7833333333333333,0.9,0.6,0.43999999999999995,1.0,0.8757015659508159,0.9161230352509255,openai
0.6833333333333333,0.75,0.5333333333333333,0.36,1.0,0.7983310045039077,0.8051269665497938,cohere
0.6833333333333333,0.75,0.5333333333333333,0.36,0.8666666666666666,0.7370162852273618,0.7438122472732479,open_source
